Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Sample AF mean	Nucleus: Sample AF sum	Nucleus: Sample AF std dev	Nucleus: Sample AF max	Nucleus: Sample AF min	Nucleus: Sample AF range	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Sample AF mean	Cell: Sample AF std dev	Cell: Sample AF max	Cell: Sample AF min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Sample AF mean	Cytoplasm: Sample AF std dev	Cytoplasm: Sample AF max	Cytoplasm: Sample AF min
WJ_Scan1.qptiff - resolution #1	c5d4c40d-dbaa-4240-bdc7-14820087d8a2	Cell			Annotation	Polygon	2367.3	6344.8	27.5	18.9314	0.9642	6.7476	5.2047	0.5951	98.7727	10865	22.652	163	53	110	7.5636	832	2.3716	19	4	15	15.2455	1677	7.1769	39	8	31	66.6545	7332	21.1371	113	38	75	86.1636	9478	7.3541	104	75	29	120.75	42.7461	0.8304	15.0935	11	0.6219	35.1255	37.2209	163	10	11.3868	2.5173	19	4	9.5761	4.6813	39	6	106.1687	25.0639	138	38	99.1152	8.5629	113	75	16.5053	10.33	93	10	12.5053	1.0093	15	7	7.9176	1.0887	20	6	117.7287	9.5191	138	54	102.9043	3.9384	113	81	0.2211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ea7982a4-be99-496b-bad9-cb53beb1ed58	Cell			Annotation	Polygon	2268	6348.1	30.25	19.7363	0.9759	6.8651	5.6555	0.5178	64.6911	7957	15.9385	115	28	87	8.8374	1087	2.3024	18	5	13	27.3008	3358	13.4213	77	11	66	81.1057	9976	22.5086	130	52	78	97.4065	11981	7.4974	114	86	28	171	47.3606	0.958	15.8125	13.435	0.5111	23.9182	22.1806	115	5	10.2394	2.8814	18	3	19.6438	24.8046	222	5	101.0204	30.3863	172	25	103.3226	9.6689	136	81	14.9947	10.017	83	5	10.5463	2.9059	17	3	17.968	26.3691	222	5	105.379	30.1597	172	25	104.6174	9.6129	136	81	0.1735	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	bca34aa8-4f9d-4599-903b-c76a14cca7f9	Cell			Annotation	Polygon	2311.9	6348.1	18.25	17.222	0.7732	5.9213	4.7408	0.6269	64.525	5162	28.8334	142	30	112	2.8125	225	0.8729	6	1	5	20.8875	1671	7.7965	42	10	32	21.6125	1729	4.5687	39	16	23	76.95	6156	2.4073	83	73	10	71.25	31.4931	0.9027	11.1909	8.5444	0.5929	36.1115	26.2793	142	4	2.9303	0.9134	8	1	25.0383	25.0609	179	7	23.8571	5.9206	46	16	77.4878	2.8233	92	72	25.1304	14.3276	103	4	2.9758	0.9266	8	2	26.6425	28.9718	179	7	24.7246	6.1602	46	16	77.6957	2.9476	92	72	0.2681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	45b6bb59-d55c-40d3-a7d5-e9c342c5cf47	Cell		6 IGM	Annotation	Polygon	2302.6	6349.1	20.25	16.729	0.9093	5.9847	4.6058	0.6693	67.314	5789	20.2096	144	36	108	8.2791	712	2.642	17	4	13	232.6279	20006	36.6625	252	71	181	50.4884	4342	14.3213	94	27	67	91.8488	7899	7.1628	115	80	35	80.5	34.5188	0.849	13.119	8.5591	0.7862	26.3028	27.9454	144	3	5.8654	4.5638	58	1	120.0245	103.5817	253	6	37.0856	14.5205	94	16	83.9969	7.8038	115	72	11.668	9.9187	53	3	5.0041	4.7945	58	1	79.8423	89.0669	253	6	32.3029	11.2437	74	16	81.195	5.88	103	72	0.2487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	0e2126f2-95ac-4bd0-bb68-639a65aed25e	Cell		6 EGM	Annotation	Polygon	2343	6352.7	49.25	31.9471	0.6064	11.8324	7.368	0.7785	108.8308	21222	29.0133	209	45	164	54.4821	10624	66.5439	255	7	248	35.6513	6952	21.6976	180	12	168	37.0513	7225	13.9992	95	24	71	80.7179	15740	5.461	102	72	30	104.75	44.886	0.6533	15.572	11.6386	0.741	69.8411	44.5339	209	8	48.3061	60.9712	255	7	32.9019	32.4599	255	9	49.3435	26.5993	138	24	84.3598	8.8581	113	72	37.2103	24.4793	127	8	43.1373	55.5013	255	7	30.6009	39.1651	255	9	59.6309	30.084	138	26	87.4077	9.9499	113	75	0.4516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	0dd939f4-280c-46e2-aef3-9885d3847731	Cell			Annotation	Polygon	2334.3	6350.7	33.75	22.393	0.8458	7.2549	6.1578	0.6287	72.7737	9970	22.8894	149	35	114	6.4453	883	1.9849	13	4	9	13.4599	1844	4.5794	38	8	30	48.9051	6700	16.8164	109	31	78	83.562	11448	5.6097	105	76	29	97.5	38.3455	0.8333	13.6116	9.4216	0.6825	40.1726	29.9951	149	8	9.5431	3.6255	17	4	11.4162	3.8535	38	7	77.6523	31.5014	142	31	92.3934	10.1773	115	76	22.7938	15.1943	79	8	11.1946	3.1956	17	4	10.3268	2.8686	27	7	92.9767	26.3658	142	39	97.1012	8.8489	115	78	0.3358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	d028cd88-abed-451f-9275-df23c37f93ab	Cell			Annotation	Polygon	2324.6	6353.8	37	24.9883	0.7446	9.6008	5.5322	0.7849	75.0592	11409	28.7711	166	28	138	3	456	0.6304	5	2	3	13.5263	2056	4.9887	31	6	25	22.0592	3353	3.34	37	17	20	75.5789	11488	1.4026	80	73	7	143.5	46.7189	0.8262	16.1425	12.3566	0.629	31.5502	32.258	166	3	3.2664	1.3509	15	2	11.3131	7.1888	55	5	25.4931	8.7684	76	16	76.2145	2.6687	93	71	16.0258	14.1429	65	3	3.3615	1.5172	15	2	10.5235	7.6774	55	5	26.7183	9.7312	76	16	76.4413	2.9621	93	71	0.2588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	001d6f4f-61de-464a-acd4-895578ff30bd	Cell			Annotation	Polygon	2290.6	6350.1	25.5	20.542	0.7594	8.4253	4.0687	0.8933	96.4906	10228	29.1797	172	47	125	3.1887	338	0.9963	9	2	7	15.9623	1692	7.6792	53	6	47	23.2264	2462	3.9383	37	17	20	78.3774	8308	1.7208	84	74	10	132	43.8629	0.8622	15.8	11.2601	0.7312	30.1407	38.7943	172	2	2.9887	1.192	9	1	8.7186	5.3526	53	4	26.2083	11.3017	79	14	78.7223	4.1133	97	73	13.6698	17.3861	120	2	2.9391	1.2318	9	1	6.9204	2.2241	27	4	26.9485	12.3664	79	14	78.808	4.5124	97	73	0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	9f834626-fb2f-4693-af26-1f9cbe1ae628	Cell			Annotation	Polygon	2358.8	6354.9	26.75	19.2778	0.9045	6.8947	5.2206	0.469	69.156	7538	22.898	173	39	134	9.1009	992	1.4841	13	6	7	31.0367	3383	25.4856	119	10	109	76.1009	8295	17.0685	112	49	63	90.6606	9882	5.6161	103	81	22	165.5	46.4434	0.9642	15.3123	13.7009	0.3734	26.6787	23.0173	173	7	11.3048	2.0428	17	6	29.1967	39.7294	255	6	101.2823	19.9404	138	49	98.3919	6.6054	112	81	18.3662	10.4339	49	7	11.7361	1.8506	17	6	28.8366	41.9632	255	6	106.2101	16.4421	138	67	99.9048	5.661	112	85	0.1591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	2c984f4a-d67a-4edd-962d-7e97bf9402f4	Cell			Annotation	Polygon	2260.3	6357.3	38.75	26.6316	0.6866	9.3681	6.4091	0.6575	94.7	15152	32.5452	230	36	194	4.1062	657	1.662	10	2	8	23.5562	3769	16.3737	96	6	90	36.9313	5909	15.9686	95	19	76	83.3125	13330	4.7572	101	77	24	148.25	48.3792	0.796	17.5604	12	0.6728	45.4673	36.166	230	4	6.8208	4.6085	16	1	17.1441	15.5278	131	5	66.5963	47.7416	166	16	92.4255	14.9608	125	74	27.4416	13.6583	78	4	7.8146	4.9326	16	1	14.7963	14.5332	131	5	77.4577	50.8087	166	16	95.762	16.0024	125	74	0.2656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	f5f3e6be-53f7-40ff-aca4-f79f87c7c373	Cell		6 IGM	Annotation	Polygon	2310	6357.7	24.75	20.9002	0.712	7.4968	4.8185	0.7994	154.1176	15720	56.4454	255	60	195	7.6176	777	2.5174	25	4	21	212.9412	21720	43.8284	254	97	157	46.1373	4706	8.3073	68	31	37	89.4216	9121	4.6147	101	79	22	90.5	39.8453	0.7163	15.4499	8.0935	0.8433	61.0548	69.9546	255	3	5.7096	2.6557	25	2	143.6575	89.9978	254	10	39.0959	11.9874	71	17	84.9205	6.5303	101	74	24.962	29.8528	221	3	4.9696	2.3213	12	2	116.7871	88.9877	254	10	36.365	12.0933	71	17	83.1749	6.3318	101	74	0.2716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ae91149b-a2de-4461-a93d-d12567fec026	Cell			Annotation	Polygon	2300.2	6357.1	20.25	17.2172	0.8584	6.4591	3.8897	0.813	121.4578	10081	42.7797	243	47	196	6.4819	538	6.5841	42	3	39	26.3253	2185	13.3408	66	12	54	29.5301	2451	5.3564	48	21	27	79.3735	6588	2.4876	87	75	12	63.25	29.9335	0.8871	10.2319	8.4651	0.5529	51.6139	55.3978	243	4	4.5907	4.1599	42	1	29.8185	38.5961	253	5	28.7722	8.9073	67	15	79.1351	3.6325	95	72	18.6761	16.1918	74	4	3.6989	1.6441	10	1	31.4659	45.8724	253	5	28.4148	10.155	67	15	79.0227	4.0637	95	72	0.317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	453560b6-2612-4359-a2ee-fb03e93ce815	Cell			Annotation	Polygon	2285.9	6358.8	20	15.8735	0.9975	5.3786	4.6957	0.4486	200.025	16002	47.8365	251	99	152	4.1625	333	0.6645	6	3	3	20.15	1612	6.2664	38	9	29	33.5	2680	3.6248	41	25	16	82.475	6598	1.9092	87	78	9	97.25	37.6607	0.8616	13.1064	9.4592	0.5711	56.9158	77.6257	251	3	4.6862	3.0838	14	1	14.8954	21.1288	249	5	43	31.2222	144	15	84.4847	10.2296	116	74	20.2212	19.3764	92	3	4.8205	3.4286	14	1	13.5481	23.2887	249	5	45.4359	34.541	144	15	85	11.3724	116	74	0.1942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	280a0ab9-02a3-4296-bc11-27560e610943	Cell		6 EGM	Annotation	Polygon	2348.8	6361.9	21.5	17.8529	0.8477	6.1902	4.4697	0.6868	107.5934	9791	32.8884	222	47	175	54.3846	4949	54.6979	254	11	243	242.8242	22097	30.4338	255	98	157	53.7363	4890	20.5604	111	32	79	90.6154	8246	9.1988	123	79	44	83.25	35.1071	0.8488	12.3413	9.791	0.4978	57.7893	41.1534	222	10	32.9881	42.0905	254	6	150.0831	94.5863	255	11	76.5964	27.7369	129	24	94.4125	9.1182	123	74	39.3659	25.7526	134	10	25.0732	33.1307	222	6	115.7764	86.9078	255	11	85.0528	25.1773	129	24	95.8171	8.695	119	74	0.2588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
