Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WI_Scan1.qptiff - resolution #1	15db215d-1aed-4962-bb26-c19b27a51d45	Cell		15 IGM	Annotation	Polygon	602.62	5068.5	21	17.1826	0.8938	6.3846	4.4368	0.6943	50.9432	4483	7.117	71	40	31	9.3182	820	2.9265	18	5	13	139.25	12254	60.7611	253	60	193	63.0682	5550	15.6056	100	41	59	92.4205	8133	6.5315	114	83	31	47.75	28.1974	0.7547	11.6281	6.5596	0.8231	37.9949	15.6009	71	10	9.8462	2.8242	18	5	142.8974	64.2919	255	51	70.0205	19.3111	139	41	94.2564	7.4492	121	83	27.3458	12.256	56	10	10.2804	2.6734	18	5	145.8972	67.1916	255	51	75.7383	20.236	139	47	95.7664	7.8387	121	84	0.4289
WI_Scan1.qptiff - resolution #1	740cba3d-2317-4f70-b654-4d82a72d426b	Cell			Annotation	Polygon	583.17	5070	12	12.9659	0.897	4.6256	3.4363	0.6042	53.0769	2760	12.6659	84	31	53	47.1346	2451	41.718	159	11	148	136.3846	7092	71.9535	255	44	211	45.2885	2355	6.6814	69	38	31	86.8654	4517	4.2979	100	81	19	38.75	26.5686	0.6898	9.2529	7.0112	0.7762	29.4167	19.7755	84	6	28.9615	31.4349	159	4	77.4679	65.5126	255	14	41.4423	7.5085	69	25	84.5256	4.0584	100	76	17.5865	9.227	65	6	19.875	19.3695	96	4	48.0096	35.5881	234	14	39.5192	7.1787	56	25	83.3558	3.3902	91	76	0.3065
WI_Scan1.qptiff - resolution #1	55d7fcc7-3086-4073-b81c-377f1cfc14dd	Cell			Annotation	Polygon	621.76	5072.1	21.75	17.0731	0.9377	5.7979	4.9645	0.367	43.8111	3943	7.4907	71	31	40	15.0222	1352	12.9866	102	8	94	11.2556	1013	1.9863	18	8	10	90.4667	8142	19.1565	137	65	72	99.8333	8985	7.241	117	90	27	96.5	37.0958	0.8812	12.987	10	0.4789	21.6195	14.336	71	8	16.0231	7.2412	102	8	14.329	7.9457	95	7	125.509	28.5082	182	65	110.5373	9.5381	132	90	14.9398	7.5718	54	8	16.3244	4.1843	47	10	15.2542	8.7927	95	7	136.0569	21.5889	182	86	113.7592	7.6009	132	96	0.2203
WI_Scan1.qptiff - resolution #1	28f6775d-8904-483e-9152-dd439992608e	Cell		15 IGM	Annotation	Polygon	561.42	5073.1	14.75	14.4068	0.893	5.5551	3.27	0.8399	71.5484	4436	23.8394	135	36	99	49.4516	3066	34.6565	202	14	188	194.9839	12089	65.4972	255	44	211	72.8387	4516	15.5196	123	50	73	100.2419	6215	7.4804	121	89	32	49.25	27.8512	0.7979	10.843	6.3342	0.8202	36.0704	29.1552	135	4	32.196	26.7904	202	3	116.9296	92.9214	255	6	105.1256	69.9164	255	26	109.5276	27.7137	183	75	20.0146	12.212	63	4	24.3869	17.5793	105	3	81.6058	81.315	255	6	119.7372	79.4887	255	26	113.7299	32.1868	183	75	0.2893
WI_Scan1.qptiff - resolution #1	beb11d75-54dc-4d10-a1a0-0dcfeb148959	Cell		15 IGM	Annotation	Polygon	597.06	5074	29.75	22.0114	0.7716	7.8157	5.5618	0.7514	62.3833	7486	11.8939	94	42	52	24.7	2964	23.2594	193	8	185	107.5	12900	62.7706	254	22	232	68.9917	8279	10.4097	96	49	47	93.6833	11242	3.9937	103	86	17	80	34.4121	0.8489	12.2881	9.5	0.5969	38.1863	21.9466	94	6	18.9193	17.66	193	6	89.9689	61.9213	255	14	72.4845	13.4304	100	47	94.5093	4.7631	104	83	23.8119	11.3249	54	6	15.4851	12.0819	100	6	79.5545	59.145	255	14	74.5594	14.5704	100	47	95	5.1127	104	83	0.3585
WI_Scan1.qptiff - resolution #1	77a42ca8-91ca-41f0-b467-a64f68a0f0ab	Cell			Annotation	Polygon	607.52	5077.9	34.25	26.4208	0.6166	9.2058	5.4011	0.8663	50.869	7376	16.2623	84	21	63	9.2621	1343	3.3167	36	6	30	43.4483	6300	61.0693	253	8	245	69.8897	10134	11.8539	93	48	45	93.1793	13511	4.8529	110	84	26	142	44.3562	0.907	14.7739	12.387	0.5041	24.6807	19.1578	84	5	8.7649	3.3743	36	3	25.5789	43.8047	253	6	72.8789	19.3243	127	34	93.4912	6.6764	112	80	15.7459	9.3894	56	5	8.5953	3.3809	34	3	19.4824	34.0881	253	6	73.8988	21.197	127	34	93.5976	7.1954	112	80	0.2453
WI_Scan1.qptiff - resolution #1	4f2ba0ca-e2d6-4a86-81b4-cc936401490e	Cell			Annotation	Polygon	571.14	5075.5	34.5	21.2958	0.956	7.0839	6.1676	0.4411	69.2429	9694	16.4224	113	39	74	5.6643	793	2.1545	15	3	12	26.3214	3685	11.1228	68	12	56	30.6714	4294	4.714	50	24	26	79.3071	11103	2.3503	87	75	12	78	32.6406	0.92	11.4568	9.6036	0.4239	44.3089	27.5467	113	6	6.535	4.7386	50	3	23.8185	22.3162	239	7	37.9268	17.022	181	24	82.2643	7.4848	137	75	24.2471	15.7573	70	6	7.2356	5.9823	50	3	21.8046	28.1511	239	7	43.7644	20.7244	181	27	84.6437	9.1733	137	77	0.4213
WI_Scan1.qptiff - resolution #1	b0f872bd-a31b-4926-8625-b7b565b4762d	Cell			Annotation	Polygon	531.05	5077.2	27.75	18.8385	0.9826	6.6012	5.2645	0.602	58.1518	6513	9.7595	77	37	40	11.1607	1250	2.5909	18	7	11	29.4643	3300	18.4854	132	14	118	97.0357	10868	22.7564	165	62	103	100.8839	11299	8.8437	127	87	40	126.5	42.8273	0.8667	14.901	11	0.5758	28.1176	18.5311	77	6	12.3765	3.7563	25	5	36.8098	35.2502	252	6	110.8333	32.4091	198	51	105.3137	11.4994	135	85	19.6658	9.357	47	6	12.7186	3.9596	25	5	38.8769	38.4458	252	6	114.7161	33.6609	198	51	106.5603	11.8566	135	85	0.2133
WI_Scan1.qptiff - resolution #1	df5173fa-0c5e-427c-9bb6-c9660527d164	Cell			Annotation	Polygon	587.84	5075.5	31.5	20.3356	0.9572	6.6885	6.1135	0.3743	47.5938	6092	8.1138	74	30	44	4.7031	602	1.1458	9	3	6	36.9375	4728	30.1272	173	10	163	28.9609	3707	4.4711	40	23	17	79.3125	10152	2.3097	85	74	11	85.25	34.3539	0.9077	12.2484	9.6151	0.5735	29.875	16.1669	74	6	5.6744	3.3283	30	3	37.5436	42.9588	253	8	34.4012	9.3567	69	23	81.2267	4.2517	98	74	19.375	8.9673	49	6	6.25	4.0003	30	3	37.9028	49.0679	253	8	37.625	9.9899	69	24	82.3611	4.7131	98	75	0.3606
WI_Scan1.qptiff - resolution #1	3371bc53-20fc-4e32-bc59-c410833db955	Cell			Annotation	Polygon	554.47	5078.6	20.5	16.29	0.9708	5.4181	4.987	0.1919	41.9195	3647	9.3089	64	22	42	5.8161	506	1.529	13	3	10	25.1494	2188	13.5805	74	8	66	32.1839	2800	3.4592	41	25	16	79.8736	6949	1.8031	84	75	9	95	36.8917	0.8772	13.4379	9.7945	0.5607	16.9164	15.0795	64	3	6.7598	4.8738	32	2	18.2324	18.0778	155	5	37.6736	27.7072	242	21	81.1462	9.3492	154	73	9.5676	5.5347	29	3	7.0372	5.4532	32	2	16.1993	18.7394	155	5	39.2872	31.2906	242	21	81.5203	10.565	154	73	0.2099
WI_Scan1.qptiff - resolution #1	e107e3c0-97d0-4373-a995-f18184f1eee0	Cell		15 IGM	Annotation	Polygon	565.79	5081.7	26.75	22.9465	0.6384	9.0761	4.6163	0.8907	62.3303	6794	13.0064	96	38	58	19.1284	2085	14.9066	84	7	77	93.5138	10193	53.7354	255	30	225	38.9266	4243	4.4922	54	31	23	84.0734	9164	2.391	95	79	16	62	33.8639	0.6794	13.4245	7.2471	0.8533	42.0433	22.243	96	6	16.9567	14.098	93	3	96.1181	63.1738	255	19	40.8465	9.9519	119	26	85.0394	4.6206	116	79	26.7931	14.0237	59	6	15.3241	13.2774	93	3	98.0759	69.5501	255	19	42.2897	12.4091	119	26	85.7655	5.6556	116	79	0.4183
WI_Scan1.qptiff - resolution #1	10495163-e2f4-4fdb-a420-2c242ec13d56	Cell			Annotation	Polygon	579.36	5078.4	15.25	14.583	0.9011	4.9619	3.8003	0.7057	46.3594	2967	11.9833	77	24	53	5.3125	340	2.1072	14	3	11	45.6719	2923	33.0214	166	13	153	29.9688	1918	3.2707	37	23	14	80.4062	5146	1.6205	84	77	7	46.5	25.2957	0.9132	9.0684	7.2093	0.5749	28.5959	18.0947	77	5	5.4611	3.4851	38	3	27.6839	27.0774	166	8	32.6218	4.7332	43	23	80.5699	1.903	85	76	19.7829	13.5796	63	5	5.5349	4.002	38	3	18.7597	17.9177	103	8	33.938	4.8036	43	23	80.6512	2.0297	85	76	0.3087
WI_Scan1.qptiff - resolution #1	3b85f537-2992-4477-b610-de97cc090b58	Cell			Annotation	Polygon	595.71	5084.5	41	28.1817	0.6487	11.5487	5.0128	0.9162	63.506	10542	10.0005	94	36	58	5.5663	924	2.4055	18	3	15	54.6446	9071	59.5795	255	12	243	35.0422	5817	7.9509	61	24	37	82.8855	13759	4.4496	100	76	24	94	39.8989	0.742	13.7184	10.3275	0.7374	41.6895	23.7115	94	6	8.3553	8.3355	70	3	57.0474	61.2681	255	11	43.7184	11.8648	76	24	85.8711	5.3111	105	76	24.7664	16.2562	83	6	10.5187	10.4107	70	3	58.9112	62.6217	255	11	50.4486	9.866	76	26	88.1869	4.7454	105	78	0.4342
WI_Scan1.qptiff - resolution #1	c2e06616-d790-4965-847b-db7ffb420915	Cell			Annotation	Polygon	620.49	5082.8	36.25	24.5976	0.7529	8.5012	6.5163	0.5669	50.1267	7519	10.3627	84	26	58	9.02	1353	3.1334	27	4	23	18.4933	2774	9.8885	53	9	44	62.5267	9379	18.7658	113	37	76	90.8	13620	6.7347	109	81	28	125.25	44.1648	0.8069	16.1936	11.8934	0.7081	27.1151	17.9686	84	9	12.2639	4.8741	79	4	20.8313	11.5525	79	9	97.4306	29.8227	155	37	102.3353	9.9602	123	81	17.3644	9.7149	54	9	13.6384	4.8314	79	8	21.822	12.0661	79	10	112.2203	19.5355	155	65	107.2232	6.4587	123	90	0.2869
WI_Scan1.qptiff - resolution #1	daf7714a-cc6f-4241-8d90-004f06aa07f9	Cell			Annotation	Polygon	574.26	5085.4	19.75	18.2088	0.7485	7.1581	3.9951	0.8552	55.2683	4532	13.8609	90	31	59	16.5366	1356	10.2947	56	5	51	128.7683	10559	70.1363	255	27	228	42.5122	3486	6.1247	62	31	31	87.1219	7144	3.7561	99	80	19	75.75	32.2381	0.9159	10.8629	8.7929	0.5145	23.0719	22.7874	90	3	8.1176	8.4767	56	2	52.2222	65.3965	255	5	31.951	11.3114	62	17	81.4314	5.2726	99	73	11.2857	10.9413	62	3	5.0357	4.9171	41	2	24.2009	33.4558	238	5	28.0848	10.2637	60	17	79.3482	4.0782	93	73	0.2543
WI_Scan1.qptiff - resolution #1	252bf32f-f19e-4e34-9fd5-4ada892e64bd	Cell			Annotation	Polygon	585.42	5086	53	30.0452	0.7378	10.3521	6.7495	0.7827	74.8056	16158	21.1022	165	37	128	8.9306	1929	8.965	85	3	82	80.8611	17466	66.9127	254	10	244	35.4213	7651	6.63	53	25	28	83.4167	18018	3.6284	94	76	18	111	41.3612	0.8154	15.6518	11.11	0.6302	50.1091	31.9176	165	4	8.0134	8.4375	85	2	61.2517	63.6893	255	6	36.2361	8.3742	68	20	83.2918	4.018	98	75	27.2146	21.4538	137	4	7.1631	7.841	70	2	43.073	54.7155	255	6	36.9914	9.6691	68	20	83.176	4.3529	98	75	0.4767
WI_Scan1.qptiff - resolution #1	ab46767c-7f86-4a03-91b7-c2b74d5f65eb	Cell			Annotation	Polygon	560.08	5086.6	12.75	15.5005	0.6669	5.9699	3.7962	0.7246	43.9298	2504	11.9057	83	23	60	12.4211	708	10.6334	60	6	54	78.4912	4474	50.5697	255	17	238	37.8596	2158	2.9667	47	33	14	83.4737	4758	2.0968	90	80	10	84.5	34.2729	0.904	12.4058	9.7348	0.6229	18.0204	16.2004	83	3	8.6268	8.397	60	2	67.8571	76.8499	255	5	34.4315	8.1359	58	18	82.2187	4.4481	96	74	12.8566	11.2283	54	3	7.8706	7.6773	57	2	65.7378	80.9783	255	5	33.7483	8.6535	58	18	81.9685	4.7435	96	74	0.1588
WI_Scan1.qptiff - resolution #1	7755eef2-ca46-45ac-9c53-4d09fd41dac8	Cell			Annotation	Polygon	545.17	5087.7	44.25	28.9019	0.6657	11.2163	5.4532	0.9113	38.5085	6816	8.6957	59	24	35	8.7288	1545	5.5015	32	2	30	30.4802	5395	30.877	222	10	212	42.6441	7548	13.0337	76	22	54	84.4294	14944	4.9505	97	75	22	174	51.8585	0.8131	18.5416	13.4015	0.7046	22.0086	13.3167	59	4	8.5581	6.2514	57	2	18.4089	19.6982	222	5	50.736	24.6726	130	22	86.6514	8.8919	116	74	16.3923	9.3658	49	4	8.5	6.4908	57	2	14.3	11.4206	82	5	53.4904	26.9963	130	24	87.4077	9.7705	116	74	0.2474
WI_Scan1.qptiff - resolution #1	de800742-b4fe-4468-b11a-9498f29af735	Cell			Annotation	Polygon	600.29	5096.1	60.25	32.3998	0.7212	13.11	6.1417	0.9014	55.361	13342	11.8729	87	31	56	5.4191	1306	2.2123	22	3	19	25.4979	6145	19.1124	145	10	135	42.5934	10265	14.4692	97	26	71	85.7344	20662	5.5471	109	78	31	184	60.7233	0.6271	22.3945	12.9977	0.8536	30.1924	20.5251	87	5	7.5515	2.7665	22	3	26.9119	17.33	145	9	63.7087	22.1949	114	26	92.6328	7.6007	110	78	17.9879	10.0362	47	5	8.5855	2.3923	20	4	27.5976	16.3725	128	9	73.9477	17.5779	114	40	95.9779	6.0513	110	82	0.3198
WI_Scan1.qptiff - resolution #1	786483e5-b5ca-42b4-8612-66f26ffed5f4	Cell			Annotation	Polygon	615.3	5092.2	31.25	19.8615	0.9955	6.6537	5.8287	0.4193	47.5794	5995	10.0482	74	25	49	14.3016	1802	8.9096	77	8	69	21.4841	2707	9.6173	75	13	62	90.7222	11431	16.7139	135	64	71	101.119	12741	6.0048	118	91	27	154	46.4346	0.8975	15.907	13.1485	0.5711	23.0487	15.7382	74	9	15.1607	6.9422	79	8	23.5227	13.4371	91	12	118.1899	24.2988	175	64	110.0763	8.1687	130	91	16.7408	9.5279	72	9	15.3816	6.331	79	9	24.0469	14.2158	91	12	125.2531	20.6582	175	75	112.3796	6.9796	130	95	0.1964
WI_Scan1.qptiff - resolution #1	2f90966b-654d-4153-b3f9-6b6a340003e3	Cell			Annotation	Polygon	606.98	5092.8	9.75	12.234	0.8186	4.6827	2.5	0.836	59.6977	2567	14.9977	94	33	61	7.1628	308	1.8636	12	5	7	38.814	1669	27.9406	150	16	134	58.186	2502	13.048	88	41	47	89.9535	3868	3.9818	99	84	15	55.75	31.7123	0.6966	13.5079	5.4084	0.9127	27.2889	18.5229	94	8	10.6222	3.7158	19	5	51.4133	41.7045	251	15	92.6489	35.8156	174	41	101.6533	11.4133	130	84	19.6319	7.996	42	8	11.4396	3.5731	19	6	54.3901	43.8712	251	15	100.7912	34.6291	174	55	104.4176	10.8318	130	88	0.1723
WI_Scan1.qptiff - resolution #1	e1f364a7-9e73-448f-93f5-62897a37afd0	Cell			Annotation	Polygon	589.29	5097.1	36.25	27.0093	0.6244	11.087	4.8563	0.8976	56.898	8364	12.0027	96	34	62	4.7483	698	1.5027	12	3	9	28.2585	4154	16.9002	107	12	95	32.9456	4843	8.579	61	22	39	82.6122	12144	3.2739	92	77	15	110.5	40.8413	0.8325	15.3701	9.5743	0.7567	38.0697	18.1625	96	11	5.9169	2.6483	23	2	27.8112	19.1356	135	11	43.4045	20.0979	106	21	85.9124	6.6199	109	75	28.7819	12.6615	72	11	6.4933	2.8923	23	2	27.5906	20.1707	135	11	48.5638	22.064	106	21	87.5403	7.2246	109	75	0.3207
WI_Scan1.qptiff - resolution #1	f0ef750e-c5ec-4378-b02f-2884da9ba033	Cell			Annotation	Polygon	528.19	5095.9	17.5	16.5744	0.8005	6.8577	3.4171	0.8643	51.2432	3792	11.4722	83	30	53	10.0811	746	8.312	39	4	35	18.0541	1336	7.5614	44	9	35	81.3108	6017	66.4655	255	35	220	99.8649	7390	31.159	201	79	122	62.5	37.7806	0.5502	16.1045	4.3115	0.9663	27.0984	17.9303	83	7	14.2087	9.9234	84	4	14.9488	5.6015	44	9	114.3661	65.5866	255	35	110.9921	29.8922	201	79	17.1722	7.7876	45	7	15.9056	10.0533	84	7	13.6722	3.925	35	9	127.9556	60.3398	255	44	115.5667	28.1915	198	80	0.2734
WI_Scan1.qptiff - resolution #1	2d4bf2cf-b8e3-46ec-a501-19eacf9d5cdb	Cell		15 EGM	Annotation	Polygon	534.57	5096.5	37	21.8507	0.9738	7.2202	6.3377	0.4137	51.8	7770	9.9171	76	30	46	21.8933	3284	13.584	75	8	67	13.8067	2071	3.7303	27	9	18	46.8	7020	11.3167	81	31	50	85.9467	12892	4.6296	100	79	21	115.25	42.8724	0.7879	16.2693	9.2236	0.8254	28.0651	18.2903	76	7	24.128	16.185	109	7	12.0108	3.6893	41	7	70.6659	21.3653	122	31	95.1735	8.8662	126	79	16.6174	6.7138	46	7	25.2058	17.2173	109	7	11.1447	3.3459	41	7	82.1768	14.3966	122	49	99.6238	6.7291	126	86	0.3138
WI_Scan1.qptiff - resolution #1	0d7c6e75-60ae-42be-9a1f-a5ae748c2b3f	Cell			Annotation	Polygon	578.64	5095.5	24	20.0566	0.7497	8.0316	4.0249	0.8634	72.28	7228	22.1875	121	35	86	7.79	779	3.3943	24	4	20	60.65	6065	48.9061	226	11	215	37.45	3745	5.1628	50	24	26	84.33	8433	2.5068	90	78	12	111.75	39.8995	0.8821	14.1766	10.3893	0.5943	31.4945	26.4161	121	4	6.3576	2.9838	24	2	31.6954	37.8487	240	6	36.585	8.1112	57	21	83.5254	3.3751	94	75	19.9405	12.2942	58	4	5.9518	2.7283	21	2	23.4929	29.3454	240	6	36.3399	8.7586	57	21	83.2974	3.5531	94	75	0.211
WI_Scan1.qptiff - resolution #1	11ad1b3e-1867-4765-b262-b4a5bcc9742b	Cell		15 EGM	Annotation	Polygon	546.23	5097	31.25	20.77	0.9103	7.8455	5.5617	0.6964	44.874	5699	10.2392	77	25	52	28.4646	3615	17.9204	119	14	105	20.7402	2634	9.1818	64	9	55	50.7717	6448	9.3801	77	38	39	88.0866	11187	3.4802	97	82	15	79	35.7465	0.7769	13.4365	9.4376	0.6732	27.9377	15.9827	77	5	26.9969	16.5493	121	5	17.0125	7.895	64	6	58.6075	15.6457	110	33	90.8411	5.5557	107	79	16.8505	6.5407	32	5	26.0361	15.5595	121	5	14.5722	5.7601	38	6	63.7371	16.7801	110	33	92.6443	5.9167	107	79	0.3846
WI_Scan1.qptiff - resolution #1	40b13083-3148-4490-b438-db34072f15e7	Cell			Annotation	Polygon	562.47	5098.1	29	19.6796	0.941	6.5194	5.8416	0.3155	50.7167	6086	7.121	67	25	42	9.7333	1168	4.7734	30	5	25	21.4	2568	8.7259	50	9	41	42.5417	5105	9.7514	70	29	41	86.0083	10321	3.8271	96	80	16	99.5	38.4653	0.8451	13.0723	11.1543	0.5466	25.6075	18.7109	67	3	9.38	10.373	98	2	14.28	8.1211	50	5	44.2	17.4263	107	18	86.3725	7.5804	120	75	14.8464	9.5742	45	3	9.2286	12.0035	98	2	11.2286	5.5401	44	5	44.9107	19.8	107	18	86.5286	8.7091	120	75	0.2875
WI_Scan1.qptiff - resolution #1	00375dcf-9bf9-4746-9d18-7dcee9e64950	Cell		15 EGM	Annotation	Polygon	554.12	5098.5	16.5	15.4623	0.8673	6.1353	3.4293	0.8061	42.493	3017	9.3165	76	27	49	21.831	1550	10.074	66	12	54	35.6761	2533	31.6331	160	12	148	64.831	4603	7.7515	92	54	38	94.2113	6689	3.6525	107	87	20	64.5	32.0079	0.7911	12.2502	7.957	0.7113	22.4943	15.0399	76	3	16.2759	12.6631	94	3	22.5172	22.3993	160	5	60.4176	17.7975	109	24	91.9349	7.0884	110	75	15.0211	8.5226	34	3	14.2	12.926	94	3	17.6	15.1737	101	5	58.7684	20.0858	109	24	91.0842	7.8426	110	75	0.2519
WI_Scan1.qptiff - resolution #1	a124dbbb-1b40-4ca6-9fae-9b40dc392938	Cell		15 EGM	Annotation	Polygon	568.62	5105.5	30.5	21.6271	0.8194	7.2344	5.9514	0.5167	57.528	7191	10.8096	83	37	46	18.76	2345	14.1748	73	6	67	21.488	2686	8.1682	52	12	40	47.256	5907	12.0395	84	30	54	88.68	11085	4.9605	102	79	23	117.5	42.8304	0.8049	15.9366	10.4989	0.7722	30.9704	19.5247	83	7	15.2579	9.7451	73	5	21.5412	12.9305	112	8	65.3742	21.1677	133	30	96.0402	9.4108	126	79	21.431	11.4652	54	7	14	7.1674	54	5	21.5603	14.2683	112	8	71.8822	19.9236	133	35	98.6839	9.2277	126	82	0.2572
WI_Scan1.qptiff - resolution #1	8702d92c-a058-4334-b0ad-2a6ad80537eb	Cell			Annotation	Polygon	541.86	5107.5	41.75	23.9666	0.9134	8.1349	6.7082	0.4055	43.0592	7277	9.0618	64	25	39	18.9763	3207	11.2572	63	8	55	15.7692	2665	7.1206	45	8	37	39.6035	6693	10.1155	70	26	44	84.8402	14338	4.2501	98	78	20	168	47.5604	0.9333	16.2223	13.7976	0.4373	21.2127	14.4299	64	6	21.2777	13.9854	126	8	15.1374	10.6245	167	7	69.3678	30.2171	157	26	95.5081	10.7265	126	78	13.9449	6.197	39	6	22.0433	14.712	126	8	14.9272	11.5554	167	7	79.2697	28.1067	157	30	99.0571	9.8423	126	80	0.2383
WI_Scan1.qptiff - resolution #1	6559ca97-aad2-405a-be06-034dd19376b1	Cell		15 EGM	Annotation	Polygon	578.68	5107.5	33.5	20.5242	0.9994	6.9586	6	0.4437	55.0296	7429	9.1911	75	33	42	18.1037	2444	10.7212	71	8	63	19.8889	2685	6.1434	44	13	31	58.7111	7926	15.1213	104	37	67	94.6815	12782	7.4949	117	85	32	141.75	44.8357	0.8861	15.1391	12.2987	0.4659	28.807	18.316	75	7	20.7947	13.1192	113	6	23.2281	13.1153	111	9	79.3158	22.2423	130	37	102.4912	10.5774	133	85	20.669	11.5532	60	7	21.6299	13.6825	113	6	24.2644	14.4679	111	9	85.7103	20.1237	130	46	104.9149	10.2215	133	85	0.2307
WI_Scan1.qptiff - resolution #1	74eebc5a-d2a2-47ca-98ee-5e999c9a437d	Cell			Annotation	Polygon	556.23	5107.4	33	20.5459	0.9824	7.0591	5.7362	0.5653	50.6241	6733	9.9625	78	31	47	13.1353	1747	8.5074	57	5	52	18.8271	2504	9.3489	68	9	59	39.5414	5259	9.5905	65	27	38	85.9023	11425	4.5724	103	79	24	87.75	36.7432	0.8168	14.1673	8.028	0.829	27.8676	19.5413	78	6	14.7127	9.2965	57	5	16.4732	9.5166	75	8	58.7465	20.427	107	27	93.6563	9.2416	123	79	14.2342	7.3503	40	6	15.6577	9.634	54	5	15.0631	9.356	75	8	70.2523	16.0776	107	39	98.3018	8.1521	123	83	0.3629
WI_Scan1.qptiff - resolution #1	e0b39b0c-afa1-4cee-951b-0e53750190fe	Cell			Annotation	Polygon	596.88	5112.3	33.25	20.6108	0.9836	7.0092	6.1556	0.4344	43.7259	5903	14.7994	87	25	62	7.9333	1071	4.0041	32	4	28	43.0815	5816	20.1283	110	15	95	57.4667	7758	16.6723	102	33	69	92.7333	12519	6.0027	107	83	24	199.25	50.7898	0.9706	16.9271	15.0515	0.3064	17.4193	14.3189	87	5	7.9149	3.044	32	3	24.9574	19.961	154	8	69.1227	24.4543	125	29	95.6195	8.6448	120	80	12.0708	5.7402	38	5	7.9111	2.8129	16	3	21.2726	17.8102	154	8	71.4925	25.106	125	29	96.2063	8.9792	120	80	0.1636
WI_Scan1.qptiff - resolution #1	fe227c24-a32e-4043-8eef-7be2895994a5	Cell			Annotation	Polygon	556.31	5116.4	40	23.741	0.8918	9.0889	5.3536	0.8027	41.35	6616	12.3289	75	22	53	7.1375	1142	1.403	16	4	12	18.1313	2901	7.5312	59	10	49	58.3187	9331	8.3466	78	41	37	91.7625	14682	3.0704	101	84	17	176.75	51.4489	0.8391	18.5734	11.6975	0.7918	18.7645	14.4498	75	4	8.4866	4.5316	59	2	15.4062	12.311	205	5	69.1975	22.5197	125	24	95.2228	7.8671	127	77	12.1821	5.7718	41	4	8.8798	5.0273	59	2	14.612	13.2874	205	5	72.3679	24.2976	125	24	96.2313	8.5271	127	77	0.2209
WI_Scan1.qptiff - resolution #1	393885c9-e68f-4e29-bed8-ca09f54054fb	Cell			Annotation	Polygon	3354.9	1204	22.75	19.6979	0.7368	7.8464	4.4404	0.8245	77.4194	7200	16.2349	110	40	70	3.2366	301	1.117	6	1	5	12.5806	1170	5.1295	34	6	28	33.2581	3093	11.2819	63	19	44	75.5914	7030	5.6535	88	65	23	61.75	33.6592	0.6849	13.6678	6.2644	0.8736	40.0717	31.8072	110	5	5.9084	3.3472	13	1	12.9602	8.1721	80	6	61.6733	34.2184	122	19	82.1036	9.1615	101	65	18.0886	11.9981	60	5	7.481	3.2236	13	2	13.1835	9.5283	80	6	78.3987	32.0952	122	21	85.9367	8.6611	101	65	0.3533
