Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WI_Scan1.qptiff - resolution #1	79153ba3-d9a0-49b3-b916-4bd5ff1d5288	Cell			Annotation	Polygon	1063.3	5308.7	26.25	19.209	0.894	6.6974	5.3305	0.5824	68.9633	7517	18.0221	115	40	75	3.6514	398	0.6855	6	2	4	20.7615	2263	7.0578	47	12	35	28.9266	3153	3.8314	38	22	16	85.5321	9323	1.8387	90	82	8	78.25	34.9743	0.8039	12.0477	9.916	0.4553	34.5514	28.6376	115	5	3.704	0.7435	6	2	20.0062	13.4103	150	7	31.3614	5.4003	46	21	86.2243	2.3782	95	79	16.8585	12.2991	52	5	3.7311	0.7718	6	2	19.6179	15.7098	150	7	32.6132	5.6637	46	21	86.5802	2.5441	95	79	0.3264
WI_Scan1.qptiff - resolution #1	85787f6f-9dd2-4182-a383-914ab0709b4e	Cell			Annotation	Polygon	996.26	5309.6	19.75	15.8685	0.9856	5.311	4.8322	0.2659	71.2469	5771	12.0888	118	47	71	18.0617	1463	14.4968	82	7	75	80.4815	6519	36.1349	227	32	195	36.1358	2927	4.1945	47	30	17	83.6543	6776	2.0565	91	80	11	64.25	30.062	0.8934	11.247	6.9318	0.7611	37.8429	24.9301	118	12	15.4713	12.5718	82	5	62.0958	42.0494	227	12	41.7126	5.3692	54	30	84.8544	2.0648	91	80	22.8111	10.2613	64	12	14.3056	11.4561	70	5	53.8222	41.9869	225	12	44.2222	3.6884	54	34	85.3944	1.8324	91	81	0.295
WI_Scan1.qptiff - resolution #1	e4bd1504-0226-40e0-be02-a44dcdf0d0ee	Cell			Annotation	Polygon	1035	5308.3	12.75	12.9498	0.9554	4.9356	3.4289	0.7218	52.3269	2721	9.0742	75	32	43	11.2115	583	10.1157	57	5	52	28.5192	1483	22.3488	133	15	118	40.1154	2086	3.2337	48	34	14	87.3462	4542	1.77	92	84	8	54.5	29.8537	0.7684	11.6474	6.5687	0.8407	29.4072	17.5	75	4	7.3258	5.7582	57	2	26.7149	25.2794	163	4	39.9729	7.1757	59	15	87.19	2.997	97	78	22.355	12.7836	55	4	6.1302	2.499	19	2	26.1598	26.1517	163	4	39.929	8.0153	59	15	87.142	3.2865	97	78	0.2175
WI_Scan1.qptiff - resolution #1	92202bf9-d5d0-4409-b2b0-65f1adabba36	Cell			Annotation	Polygon	1053.6	5311.7	31.75	26.3376	0.5752	8.4323	7.082	0.6206	44.5462	5791	7.4168	66	26	40	4.5462	591	2.6387	16	2	14	19.8231	2577	12.5565	77	7	70	31.8923	4146	23.3252	157	17	140	85.3846	11100	7.7112	126	79	47	90.25	35.9493	0.8776	12.7211	9.6027	0.5509	28.0192	16.5588	66	5	4.0932	2.5959	16	1	18.3151	16.9766	98	5	30.2137	21.0633	157	13	85.2548	8.0235	135	77	18.8766	12.6693	56	5	3.8426	2.5429	16	1	17.4809	18.9589	98	5	29.2851	19.6921	152	13	85.183	8.2065	135	77	0.3463
WI_Scan1.qptiff - resolution #1	c54c99ba-4fa3-4ebc-976a-faaf3d43e103	Cell			Annotation	Polygon	1088.3	5312.7	30.25	20.0773	0.943	7.041	5.5	0.627	57.2362	7269	14.0088	96	30	66	8.3701	1063	1.9016	21	5	16	35.4095	4497	14.6327	94	17	77	81.3937	10337	16.4544	122	54	68	102.2126	12981	5.0073	115	92	23	144	44.6267	0.9086	15.3989	12.0748	0.6035	22.3585	20.278	96	5	9.3139	3.231	32	2	29.5317	20.3999	181	5	91.6467	30.0178	144	26	105.3979	9.649	123	82	12.6447	6.1255	43	5	9.5768	3.469	32	2	27.8947	21.4637	181	5	94.5022	32.2504	144	26	106.2851	10.4175	123	82	0.2114
WI_Scan1.qptiff - resolution #1	2ec0ddad-161b-43fd-a3d7-f49d62b5c418	Cell			Annotation	Polygon	1044.1	5312.8	19.25	15.9466	0.9513	5.4727	4.585	0.5723	43.1875	3455	8.9331	76	24	52	11.025	882	6.539	44	5	39	80.275	6422	35.5161	222	30	192	48.05	3844	4.9476	61	38	23	90.7	7256	2.467	98	85	13	59.5	28.5037	0.9203	10.8879	7.7782	0.6773	25.6109	15.6287	76	7	8.5397	4.9423	44	4	58.4184	48.1918	255	7	44.5272	7.183	73	30	89	3.6253	101	82	16.7673	9.6385	51	7	7.2893	3.2731	30	4	47.4214	50.041	255	7	42.7547	7.4856	73	30	88.1447	3.8151	101	82	0.3157
WI_Scan1.qptiff - resolution #1	1fb1a7db-12ba-4ba4-ab4a-cfa711c03050	Cell			Annotation	Polygon	1075.3	5312.5	25.25	18.997	0.8792	6.8758	4.7404	0.7093	58.2736	6177	14.9924	101	32	69	3.4245	363	1.1292	10	2	8	23.3491	2475	18.9194	98	7	91	25.7925	2734	3.1098	34	22	12	84.5377	8961	1.6164	90	81	9	85.25	34.8044	0.8844	13.2127	8.5694	0.7285	30.7942	23.6453	101	5	3.4435	1.1012	10	2	16.7304	14.8854	101	6	28.2174	4.8551	46	22	85.3449	2.0965	93	81	18.6067	14.9491	76	5	3.4519	1.0908	7	2	13.795	11.5836	101	6	29.2929	5.1013	46	23	85.7029	2.1866	93	82	0.2925
WI_Scan1.qptiff - resolution #1	ecf95f22-c8c1-4a0e-aa52-b2eb88bcfaa0	Cell			Annotation	Polygon	1000.4	5315.8	23.75	17.7319	0.9492	5.957	5.0368	0.549	64.8687	6422	7.5005	80	42	38	5.8485	579	3.131	22	3	19	36.5455	3618	18.5215	105	17	88	28.2424	2796	4.3871	42	22	20	80.3131	7951	1.9777	86	77	9	62.5	29.9801	0.8738	10.8258	8.1678	0.6094	39.7539	23.9242	80	8	6.9531	3.0675	25	3	33.043	18.3594	105	10	45.1602	23.6352	117	22	85.6875	7.4236	109	77	23.9172	15.7342	62	8	7.6497	2.8213	25	3	30.8344	17.9661	90	10	55.828	24.5942	117	26	89.0764	7.5985	109	79	0.3597
WI_Scan1.qptiff - resolution #1	a466bbb1-306c-4576-ab67-1cc2611acca0	Cell			Annotation	Polygon	1035.5	5317.5	35.5	25.1936	0.7028	8.4145	6.8855	0.4766	85.027	12584	24.2515	140	41	99	11.2905	1671	10.3373	82	3	79	29.6892	4394	16.9151	96	11	85	31.9932	4735	6.4243	49	18	31	84.1081	12448	2.4526	92	78	14	131.25	43.4944	0.8719	15.9683	12.0879	0.6065	37.0019	34.614	140	4	12.7902	20.4626	182	1	23.4121	28.3227	230	4	29.7769	10.0905	58	13	83.0851	4.1137	97	75	18.3465	13.7848	59	4	13.3727	23.2216	182	1	20.9738	31.3466	230	4	28.916	11.0838	58	13	82.6877	4.541	97	75	0.2698
WI_Scan1.qptiff - resolution #1	ae1b148a-8422-4907-807b-e9e66b9ca623	Cell			Annotation	Polygon	1068.8	5318.3	45.75	30.1969	0.6305	11.7911	6.2511	0.8858	107.1828	19936	26.5662	170	45	125	10.6774	1986	12.6381	128	4	124	84.9086	15793	65.1077	255	15	240	41.2366	7670	6.6168	66	30	36	90.0161	16743	3.3923	102	83	19	94.75	40.2507	0.7349	13.9084	9.8742	0.763	73.2798	41.5968	170	8	9.2435	9.5372	128	3	71.4922	62.3681	255	11	41.8575	7.603	76	24	89.9145	3.8566	108	81	41.75	24.8594	135	8	7.91	4.8766	35	3	59.015	57.096	255	11	42.435	8.3927	76	24	89.82	4.2495	108	81	0.4742
WI_Scan1.qptiff - resolution #1	a8130d24-c087-4e5a-92fa-f7ec61360073	Cell		14 IGM	Annotation	Polygon	1049.5	5320.9	47.5	29.769	0.6736	11.3775	6.3332	0.7978	82.4278	15991	19.2665	142	47	95	19.4021	3764	28.6355	227	5	222	157.5928	30573	68.13	255	38	217	47.6392	9242	5.9535	69	36	33	92.4124	17928	3.6908	106	85	21	107	41.9672	0.7634	14.4575	11.0786	0.5765	53.6241	31.8178	142	4	13.6659	21.9705	227	1	101.5777	77.6434	255	6	41.9954	10.3157	69	16	89.3016	4.9087	106	78	30.0464	17.3421	69	4	8.9705	12.6382	131	1	55.7257	49.9756	255	6	37.3755	10.8299	65	16	86.7553	4.2774	99	78	0.4326
WI_Scan1.qptiff - resolution #1	bb7b90ce-197c-406a-804d-06685bbbe50c	Cell			Annotation	Polygon	1025.2	5317.5	28	19.919	0.8868	6.9664	5.1203	0.6683	64.0702	7304	14.8316	105	35	70	3.386	386	0.8975	6	2	4	17.886	2039	7.0595	45	7	38	23.5877	2689	3.9416	34	17	17	80.6667	9196	1.8176	85	76	9	96.5	38.506	0.8179	13.3183	10.8351	0.6372	29.384	25.3106	105	3	3.0232	1.2686	8	1	10.7113	6.5268	45	4	22.7036	7.5203	56	13	80.2784	3.0895	96	74	14.9526	10.2786	59	3	2.8723	1.3675	8	1	7.7263	3.0529	20	4	22.3358	8.5603	56	13	80.1168	3.4748	96	74	0.284
WI_Scan1.qptiff - resolution #1	0a6c2c42-50df-444f-a2c7-e0651e2d265c	Cell		14 IGM	Annotation	Polygon	1061.6	5323.2	45.25	34.6563	0.4734	13.2661	6.0136	0.9043	88.288	16245	20.9415	142	47	95	14.4837	2665	12.6431	103	3	100	131.1848	24138	90.6176	255	24	231	49.9728	9195	15.3855	109	27	82	94.0435	17304	8.5723	125	82	43	124.75	48.6358	0.6627	20.3496	9.009	0.9095	49.6978	35.7288	142	5	9.7435	10.1679	103	2	81.8211	82.4662	255	7	42.4632	14.5137	109	15	89.9205	7.4485	125	78	27.4389	20.1026	97	5	7.0094	7.1218	76	2	53.348	61.5378	255	7	38.1317	12.0356	92	15	87.5423	5.4574	114	78	0.3608
WI_Scan1.qptiff - resolution #1	ed0f3e52-3703-4900-afd1-1621ed9f54ac	Cell			Annotation	Polygon	1008.3	5323.1	50.5	34.4236	0.5355	12.0494	7.8513	0.819	64.9799	12931	21.3118	134	30	104	5.5327	1101	2.7057	33	2	31	106.4573	21185	81.1294	255	13	242	36.8492	7333	6.3753	60	24	36	84.8744	16890	3.9234	97	78	19	134.5	46.5757	0.7791	17.0107	12.798	0.6424	35.3395	27.4632	134	4	5.0826	2.7209	34	2	58.1119	66.0069	255	5	37.4037	10.9421	93	18	84.1248	4.479	104	74	18.2919	11.4185	59	4	4.8237	2.6996	34	2	30.3064	31.1283	255	5	37.7225	12.8525	93	18	83.6936	4.7211	104	74	0.3635
WI_Scan1.qptiff - resolution #1	8fe64750-7d09-412f-9c1d-773fb9537d5e	Cell			Annotation	Polygon	987.41	5321.1	10.5	14.0592	0.6675	6.0414	2	0.9363	52.1333	2346	6.5456	64	29	35	12.2444	551	8.307	61	8	53	67.5111	3038	14.9159	89	30	59	69.0444	3107	10.6685	101	55	46	91.4444	4115	3.5198	102	87	15	37.25	33.9105	0.4071	15.4812	2.5	0.9864	27.2303	18.1661	64	10	12	6.7245	61	7	39.3684	29.5569	157	9	91.6316	19.3988	123	55	98.8092	6.4764	112	87	16.757	8.8497	48	10	11.8972	5.9778	57	7	27.5327	25.9711	157	9	101.1308	13.4593	123	70	101.9065	4.6794	112	92	0.2635
WI_Scan1.qptiff - resolution #1	ad782d81-bfd4-48dd-9c99-0e2369218007	Cell			Annotation	Polygon	992.35	5320.8	28.5	19.213	0.9702	6.6241	5.7279	0.4173	57.4538	6837	8.6237	74	32	42	6.2437	743	1.7465	11	4	7	24.9916	2974	10.5175	52	13	39	55.6555	6623	15.2379	101	36	65	87.4286	10404	5.0347	101	80	21	88	40.6091	0.6706	16.0851	8.9509	0.8339	29.7331	20.9022	74	8	8.764	2.5132	17	4	19.1489	10.3591	71	9	80.9213	22.8453	120	36	95.7921	7.6218	112	80	15.8143	6.1637	40	8	10.0295	1.7789	17	7	16.2152	8.9585	71	9	93.6076	13.6187	120	57	99.9916	4.6614	112	88	0.3155
WI_Scan1.qptiff - resolution #1	a4f76c86-3835-41de-9c82-4e3056a0eaa9	Cell			Annotation	Polygon	1077.9	5320.3	13	13.9072	0.8446	4.8559	3.8125	0.6303	88.9492	5248	16.7202	128	53	75	9.5593	564	3.5442	23	5	18	89.2203	5264	56.0736	255	31	224	42.9153	2532	7.1494	62	34	28	90.9153	5364	3.5345	101	86	15	37.5	24.8369	0.7639	9.9314	5.6498	0.8291	57.1258	34.7769	128	6	8.9536	5.8758	41	3	64.543	57.4804	255	6	39.596	8.7766	67	25	89.3245	4.3963	104	81	36.7174	27.1606	90	6	8.5652	6.9651	41	3	48.7174	52.8592	255	6	37.4674	9.0923	67	25	88.3043	4.6047	104	81	0.368
WI_Scan1.qptiff - resolution #1	59fc86f0-f72b-4401-84e6-3b5112489a13	Cell			Annotation	Polygon	1018.9	5325.3	25.25	18.9207	0.8863	7.2726	4.6765	0.7672	78.8113	8354	23.1386	129	37	92	24.5849	2606	22.8935	109	4	105	51.9434	5506	60.6868	255	8	247	35.3868	3751	5.8237	54	25	29	84.2264	8928	3.4011	95	77	18	84	34.7247	0.8754	12.101	9.0355	0.6857	36.7847	32.7974	129	4	11.1475	16.0043	109	1	27.6018	41.3942	255	5	31.5457	7.8932	54	16	82.233	3.7173	95	74	17.6652	12.2763	59	4	5.0343	3.9912	29	1	16.5279	20.8724	171	5	29.7983	8.1	50	16	81.3262	3.5007	94	74	0.3028
WI_Scan1.qptiff - resolution #1	e7174445-d93e-41d2-bd4e-3b2237bc1f0b	Cell			Annotation	Polygon	1082.5	5327.5	45.5	25.7841	0.86	9.1163	6.274	0.7366	100.4088	18174	21.6935	167	51	116	6.4751	1172	4.2916	30	3	27	25.674	4647	10.6024	65	10	55	31.2486	5656	4.1458	43	22	21	85.4696	15470	1.7047	90	82	8	137.25	45.5615	0.8309	17.1037	11.6605	0.6908	47.7337	42.7132	167	4	5.3388	4.9011	42	2	17.0888	12.1854	81	5	29.7228	5.8005	51	18	84.6957	2.3353	92	79	22.035	21.6427	105	4	4.7844	5.0865	42	2	12.9003	10.6201	81	5	28.9784	6.3284	51	18	84.3181	2.5043	92	79	0.3267
WI_Scan1.qptiff - resolution #1	ae3f8223-472c-4f86-bd54-d415f89c7e2f	Cell			Annotation	Polygon	1094.3	5325.4	32.5	20.439	0.9776	6.8708	6.078	0.3102	45.0458	5901	8.9939	75	24	51	10	1310	1.6361	17	7	10	39.0534	5116	26.0202	164	15	149	97.6641	12794	12.0624	133	74	59	106.1069	13900	4.0178	119	97	22	161.5	46.9953	0.9189	16.3149	12.7401	0.5809	18.0815	14.7975	75	3	9.3369	3.8603	28	2	22.2877	19.415	164	4	92.0723	36.6437	160	19	104.1615	11.7694	125	78	11.2755	4.874	31	3	9.1696	4.226	28	2	18.0559	14.6056	125	4	90.6609	40.4465	160	19	103.6705	12.973	125	78	0.1966
WI_Scan1.qptiff - resolution #1	1715085a-ef4d-48bc-90c2-f9178c3c9f2a	Cell			Annotation	Polygon	997.32	5328.6	29	19.9022	0.92	6.7258	5.8527	0.5219	47.3613	5636	9.176	76	27	49	7.7479	922	1.277	11	6	5	39.6471	4718	18.169	106	13	93	69.0924	8222	11.3675	98	51	47	91.7563	10919	4.0672	107	85	22	116.25	40.9218	0.8724	14.406	10.3917	0.7065	22.9893	15.8323	76	7	9.562	2.1343	30	6	24.9808	16.439	111	8	88.3996	16.4473	126	51	98.0278	5.9102	122	85	14.6791	5.9539	44	7	10.1805	2.0126	30	7	19.9799	12.3322	111	8	94.9828	12.1766	126	62	100.1662	4.8198	122	88	0.244
WI_Scan1.qptiff - resolution #1	cd3cebf8-ff7f-4f2e-90d5-d851752771ac	Cell			Annotation	Polygon	1056.7	5330.5	18.75	18.8108	0.6659	6.7855	4.676	0.8156	88.6329	7002	24.0145	142	41	101	37.5696	2968	30.3749	168	7	161	137.9367	10897	60.596	255	39	216	45.2532	3575	7.5608	81	37	44	90.7595	7170	3.2432	102	86	16	86.75	36.6586	0.8112	14.0518	8.5573	0.7809	38.5857	34.8441	142	3	14.3057	20.1512	168	2	74.0829	77.0016	255	5	38.3086	11.8022	103	19	87.1314	5.5194	116	77	23.9963	21.36	128	3	7.524	7.3368	46	2	55.4686	71.1518	255	5	36.2841	12.0544	103	19	86.0738	5.6004	116	77	0.2178
WI_Scan1.qptiff - resolution #1	d9e012ef-6182-4ee7-b5c2-eb4f0e6d8a6f	Cell			Annotation	Polygon	1070.2	5329.2	31.75	20.9218	0.9115	7.7808	5.4753	0.7031	102.0602	13574	21.9095	153	61	92	5.015	667	1.3925	10	3	7	34.6015	4602	22.7889	167	14	153	32.9774	4386	4.7744	44	26	18	85.5489	11378	2.3109	94	81	13	80.5	35.5165	0.8019	14.1194	8.7207	0.7784	63.52	41.1569	153	4	5.5323	2.7605	27	2	31.3754	29.6804	167	5	35.6492	5.3559	47	25	86.1231	2.3864	94	81	36.8229	28.123	103	4	5.8906	3.3572	27	2	29.1406	33.5137	160	5	37.5	4.949	47	25	86.5208	2.3624	93	81	0.3887
WI_Scan1.qptiff - resolution #1	677429e3-c29d-44c3-bc2e-e2b0913afef5	Cell			Annotation	Polygon	1047.6	5329.3	14.75	15.0157	0.8221	5.7672	3.5355	0.7817	75.0154	4876	20.7248	136	42	94	5.5385	360	0.8116	7	4	3	26.6	1729	8.5856	59	14	45	34.2	2223	3.9139	44	28	16	84.5692	5497	1.9362	89	81	8	65.75	34.2746	0.7033	14.45	6.4506	0.902	34.2256	28.6924	136	4	5.1729	2.3617	19	2	25.1053	17.6228	116	6	30.9135	8.043	50	15	83.1692	3.1881	92	76	21.0348	15.4196	68	4	5.0547	2.6687	19	2	24.6219	19.671	116	6	29.8507	8.7274	50	15	82.7164	3.38	92	76	0.2224
WI_Scan1.qptiff - resolution #1	6b16cd49-9f03-418b-a24f-6339f631086a	Cell			Annotation	Polygon	1029.6	5331.1	50.25	29.9011	0.7063	10.0842	7.8705	0.6188	74.5385	15504	17.2111	135	40	95	7.851	1633	4.5938	38	3	35	67.375	14014	60.5118	255	9	246	37.3365	7766	4.9561	56	30	26	84.8462	17648	2.7585	96	80	16	133.75	44.7213	0.8404	16.436	11.156	0.7382	41.0926	30.5367	135	5	5.7815	3.5073	38	2	38.9259	45.4933	255	5	34.5296	6.0007	56	17	83.3481	2.8319	96	76	20.1386	13.7796	67	5	4.4849	1.5672	14	2	21.1024	15.9071	89	5	32.7711	5.9348	44	17	82.4096	2.4509	94	76	0.3767
WI_Scan1.qptiff - resolution #1	4a3c4429-d72d-4b11-a778-7a5c431caa66	Cell		14 IGM	Annotation	Polygon	1038.5	5328.3	26.75	21.9415	0.6982	8.7277	4.6407	0.8432	93.7615	10220	23.6326	156	41	115	32.5963	3553	35.2168	198	5	193	114.9174	12526	83.7399	255	12	243	42.7615	4661	7.4422	64	28	36	88.6697	9665	4.4453	101	80	21	80.75	37.1551	0.735	14.0944	8.8827	0.7351	46.7253	39.3521	156	5	15.9475	24.2214	198	2	66.0278	74.4732	255	5	36.1142	10.4346	69	16	85.2623	5.1337	102	76	22.8791	18.9027	81	5	7.507	6.8433	61	2	41.2419	54.7505	255	5	32.7442	10.1228	69	16	83.5349	4.5711	102	76	0.3326
WI_Scan1.qptiff - resolution #1	df301861-db1e-4ccf-aad4-30d46ead2c96	Cell			Annotation	Polygon	1006.6	5335.3	32.25	25.9325	0.6026	9.8917	4.555	0.9279	55.1231	7166	13.2255	90	31	59	3.7538	488	0.6827	5	3	2	19.4385	2527	16.6482	123	8	115	31.6769	4118	3.7172	42	27	15	79.6308	10352	1.7169	84	76	8	120	42.932	0.8181	14.6807	12.5707	0.5117	28.6909	19.7761	90	4	5.1328	2.4442	13	2	13.4336	10.4446	123	5	47.4378	24.1294	110	21	84.7822	7.7151	106	75	18.929	10.8319	56	4	5.642	2.6554	13	2	11.2159	5.417	43	5	53.2585	25.8227	110	21	86.6847	8.1869	106	75	0.263
WI_Scan1.qptiff - resolution #1	bc4e8623-6ca6-4e63-9446-f9d4f540b2fc	Cell			Annotation	Polygon	1018.5	5333.7	21	17.9469	0.8193	6.6409	4.2046	0.7801	78.6067	6996	29.2468	163	29	134	5.2921	471	2.2269	15	3	12	37.382	3327	13.9647	81	18	63	32.2584	2871	3.7463	41	26	15	81.8876	7288	1.6337	86	79	7	80.5	34.437	0.853	12.6908	8.9365	0.7131	34.1346	35.003	163	4	4.6667	2.744	36	2	26.8502	28.3588	235	5	32.8716	6.911	57	20	81.5963	2.93	93	75	17.5042	18.6348	117	4	4.4328	2.8834	36	2	22.9118	31.2504	235	5	33.1008	7.7649	57	20	81.4874	3.2824	93	75	0.2611
WI_Scan1.qptiff - resolution #1	8556320a-bbb9-4e74-b059-cb4e896cb1d8	Cell			Annotation	Polygon	1074.2	5337.9	40	25.3774	0.7805	9.8652	4.8344	0.8882	85.6038	13611	22.8224	143	40	103	5.9119	940	3.0861	26	3	23	46.4403	7384	29.3669	165	10	155	40.9371	6509	5.1357	56	32	24	88.3711	14051	2.678	103	82	21	156.25	46.9534	0.8906	16.6364	12.239	0.6445	33.4912	35.1219	143	4	4.8096	2.2088	26	2	28.2992	30.1406	209	4	36.592	7.8855	60	23	86.08	3.5801	103	78	15.7103	15.2617	83	4	4.4335	1.6594	13	2	22.1094	27.8411	209	4	35.1094	8.1131	60	23	85.2983	3.5151	101	78	0.2472
WI_Scan1.qptiff - resolution #1	a4a340b3-f2a6-4c3c-b25a-a30259840145	Cell			Annotation	Polygon	1099.5	5334.7	35.25	21.9318	0.9209	8.1885	5.5015	0.7412	60.9444	8776	11.592	92	35	57	6.9931	1007	1.9771	13	4	9	17.8542	2571	9.7234	78	9	69	70.7222	10184	22.2363	128	43	85	97.4444	14032	7.29	116	87	29	131.75	44.9485	0.8195	15.9006	11.4538	0.7187	29.4595	21.6158	92	4	9.629	2.853	22	3	17.7024	12.0831	147	4	98.0923	30.4241	150	22	105.7043	9.5491	124	82	17.7442	9.1843	58	4	10.6098	2.4842	22	3	17.646	12.862	147	4	108.2765	26.5387	150	22	108.7778	8.402	124	82	0.2621
WI_Scan1.qptiff - resolution #1	ac2c51d4-71af-4a61-8d2f-c3eaaa3c0d48	Cell			Annotation	Polygon	1041.1	5337.4	34.25	22.7248	0.8334	7.5459	6.5331	0.4686	63.7801	8993	11.514	98	41	57	4.6809	660	2.5644	21	2	19	31.0142	4373	31.3442	199	8	191	33.1844	4679	5.4427	53	25	28	83.766	11811	2.5625	95	80	15	94.75	40.6377	0.721	14.4594	10.2471	0.7271	35.9687	25.0119	98	5	5.0783	3.7485	33	2	24.5222	27.1302	233	7	32.658	5.5268	53	18	83.141	2.692	95	78	19.7645	14.0853	64	5	5.3099	4.2786	33	2	20.7397	23.5994	233	7	32.3512	5.5633	51	18	82.7769	2.7039	93	78	0.3632
WI_Scan1.qptiff - resolution #1	4705b4fc-6123-45e4-ad82-d6bf398e3b66	Cell			Annotation	Polygon	1021	5342.1	31.75	23.0201	0.7529	8.6207	5.5942	0.7145	91.6822	11827	26.1668	156	34	122	5.6589	730	1.8978	14	4	10	39.9302	5151	26.4319	172	15	157	32.8062	4232	3.6956	57	28	29	82.2016	10604	2.8432	102	78	24	102.25	41.5562	0.744	14.6984	10.6365	0.7143	41.6326	38.7423	156	5	5.8321	3.6651	46	2	34.4793	40.246	255	5	35.2968	4.8665	57	26	82.3942	2.7507	102	77	18.7376	14.217	80	5	5.9113	4.2354	46	2	31.9858	45.0023	255	5	36.4362	4.9176	53	26	82.4823	2.7078	93	77	0.3081
WI_Scan1.qptiff - resolution #1	d66205f6-5db7-4651-a969-2ffa7cbd33a7	Cell			Annotation	Polygon	1048.7	5342.6	18	15.8089	0.9051	5.6565	3.8679	0.7104	56.44	4233	15.0335	88	26	62	9.8667	740	9.1966	54	4	50	22.1333	1660	9.0827	49	9	40	34.08	2556	4.3051	42	22	20	83.7067	6278	1.9781	87	79	8	120.5	39.9966	0.9466	14.0151	11.2897	0.5738	16.8313	18.7343	88	4	7.5782	8.4244	89	2	20.037	18.7816	218	5	40	35.3541	247	14	85.1975	11.4131	169	76	9.6034	5.9186	39	4	7.1606	8.2192	89	2	19.6545	20.0359	218	5	41.0803	38.3097	247	14	85.4696	12.3652	169	76	0.1466
WI_Scan1.qptiff - resolution #1	e59f73e1-1861-4cee-812d-d316187bb3f8	Cell			Annotation	Polygon	1089.3	5343.5	20.5	17.9177	0.8024	7.0648	3.7977	0.8578	41.7529	3549	11.9123	77	16	61	4.8235	410	1.5521	10	3	7	9.6235	818	2.866	18	6	12	44.0706	3746	12.4984	82	29	53	87.4824	7436	3.7595	98	82	16	128.5	43.3363	0.8598	16.6246	9.4924	0.8183	12.7838	14.5719	77	3	3.9595	2.4716	14	1	7.4575	4.4925	56	4	35.7259	22.2728	123	14	84.8185	6.5983	113	75	7.097	5.3843	34	3	3.7898	2.5819	14	1	7.0323	4.6317	56	4	34.0878	23.3864	123	14	84.2956	6.9055	113	75	0.1562
WI_Scan1.qptiff - resolution #1	7e1c09a1-8f0c-4e48-8b94-0dff27b859e3	Cell			Annotation	Polygon	1007.3	5343.6	22.5	17.3367	0.9407	6.3002	4.7486	0.6066	64.6237	6010	14.4063	113	38	75	3.6882	343	0.8338	7	2	5	16.8065	1563	8.805	53	8	45	29.8817	2779	2.734	37	25	12	78.9247	7340	1.5125	82	74	8	71.25	35.7366	0.7011	13.5133	8.2481	0.8021	32.0344	26.2317	113	5	5.2577	2.7703	13	2	12.4433	7.8389	53	4	48.6392	28.9433	119	23	84.6426	9.4265	115	74	16.7273	13.3845	86	5	5.9949	3.0437	13	2	10.3939	6.4064	52	4	57.4495	31.3939	119	23	87.3283	10.3467	115	74	0.3118
